flight_key,flight_id,airline_key,origin_airport_key,destination_airport_key,date_key,scheduled_time,actual_time,scheduled_hour,route,gate,status,passengers,delay_minutes,delay_band,is_on_time,is_delayed,is_cancelled
704,IB01160773,5,5,8,20260116,2026-01-16 21:30:00,2026-01-16 21:41:00,21,FRA-LHR,D04,ON_TIME,268,11,ON_TIME,True,False,False
705,DE06090774,3,5,12,20260609,2026-06-09 17:15:00,2026-06-09 18:58:00,17,FRA-VIE,D04,DELAYED,153,103,61-120,False,True,False
706,EK03010775,4,5,12,20260301,2026-03-01 21:45:00,2026-03-01 21:37:00,21,FRA-VIE,A18,ON_TIME,294,0,ON_TIME,True,False,False
707,KL04100776,6,5,4,20260410,2026-04-10 19:00:00,2026-04-10 18:45:00,19,FRA-DXB,Z15,ON_TIME,137,0,ON_TIME,True,False,False
708,AF06260777,1,5,3,20260626,2026-06-26 08:15:00,2026-06-26 08:39:00,8,FRA-CDG,D04,DELAYED,267,24,16-30,False,True,False
709,KL02230778,6,5,8,20260223,2026-02-23 22:30:00,2026-02-23 23:15:00,22,FRA-LHR,B16,DELAYED,188,45,31-60,False,True,False
710,BA05090779,2,5,6,20260509,2026-05-09 06:35:00,2026-05-09 07:02:00,6,FRA-HAM,B09,DELAYED,304,27,16-30,False,True,False
711,LH01270782,7,5,13,20260127,2026-01-27 10:35:00,2026-01-27 10:20:00,10,FRA-ZRH,B09,ON_TIME,135,0,ON_TIME,True,False,False
712,IB05080783,5,5,13,20260508,2026-05-08 08:40:00,2026-05-08 08:47:00,8,FRA-ZRH,C07,ON_TIME,279,7,ON_TIME,True,False,False
713,LH05020784,7,5,8,20260502,2026-05-02 15:50:00,2026-05-02 16:15:00,15,FRA-LHR,C07,DELAYED,245,25,16-30,False,True,False
714,EK06200785,4,5,7,20260620,2026-06-20 12:40:00,2026-06-20 12:25:00,12,FRA-JFK,C07,ON_TIME,274,0,ON_TIME,True,False,False
715,UA05130786,8,5,12,20260513,2026-05-13 16:30:00,2026-05-13 16:36:00,16,FRA-VIE,A12,ON_TIME,319,6,ON_TIME,True,False,False
716,DE03220787,3,5,1,20260322,2026-03-22 17:40:00,2026-03-22 17:49:00,17,FRA-AMS,Z15,ON_TIME,132,9,ON_TIME,True,False,False
717,LH06190788,7,5,7,20260619,2026-06-19 21:50:00,2026-06-19 22:08:00,21,FRA-JFK,B16,DELAYED,210,18,16-30,False,True,False
718,EK03130789,4,5,2,20260313,2026-03-13 22:25:00,2026-03-13 22:31:00,22,FRA-BER,B16,ON_TIME,281,6,ON_TIME,True,False,False
719,UA03190790,8,5,8,20260319,2026-03-19 07:30:00,2026-03-19 07:19:00,7,FRA-LHR,E02,ON_TIME,119,0,ON_TIME,True,False,False
720,KL04190792,6,5,4,20260419,2026-04-19 21:35:00,2026-04-19 22:18:00,21,FRA-DXB,E02,DELAYED,187,43,31-60,False,True,False
721,EK01130793,4,5,10,20260113,2026-01-13 09:15:00,2026-01-13 09:27:00,9,FRA-MUC,Z15,ON_TIME,328,12,ON_TIME,True,False,False
722,AF03180794,1,5,1,20260318,2026-03-18 15:25:00,2026-03-18 15:13:00,15,FRA-AMS,B03,ON_TIME,321,0,ON_TIME,True,False,False
723,DE05130795,3,5,1,20260513,2026-05-13 12:00:00,2026-05-13 12:29:00,12,FRA-AMS,A05,DELAYED,102,29,16-30,False,True,False
724,UA05020796,8,5,6,20260502,2026-05-02 12:15:00,2026-05-02 12:49:00,12,FRA-HAM,Z15,DELAYED,261,34,31-60,False,True,False
725,UA05300797,8,5,3,20260530,2026-05-30 21:10:00,2026-05-30 21:02:00,21,FRA-CDG,A18,ON_TIME,268,0,ON_TIME,True,False,False
726,BA02020798,2,5,13,20260202,2026-02-02 21:15:00,2026-02-02 21:00:00,21,FRA-ZRH,A12,ON_TIME,325,0,ON_TIME,True,False,False
727,AF05020799,1,5,12,20260502,2026-05-02 06:40:00,2026-05-02 06:25:00,6,FRA-VIE,A12,ON_TIME,264,0,ON_TIME,True,False,False
728,DE05270800,3,5,1,20260527,2026-05-27 14:30:00,2026-05-27 15:27:00,14,FRA-AMS,B16,DELAYED,211,57,31-60,False,True,False
